Smith,1.006
Johnson,1.816
Williams,2.515
Jones,3.136
Brown,3.757
Davis,4.237
Miller,4.660
Wilson,5.000
Moore,5.312
Taylor,5.623
Anderson,5.934
Thomas,6.245
Jackson,6.554
White,6.834
Harris,7.109
Martin,7.382
Thompson,7.651
Garcia,7.905
Martinez,8.140
Robinson,8.372
Clark,8.603
Rodriguez,8.832
Lewis,9.058
Lee,9.278
Walker,9.497
Hall,9.698
Allen,9.897
Young,10.090
Hernandez,10.282
King,10.472
Wright,10.662
Lopez,10.849
Hill,11.035
Scott,11.220
Green,11.403
Adams,11.577
Baker,11.748
Gonzalez,11.915
Nelson,12.077
Carter,12.239
Mitchell,12.399
Perez,12.554
Roberts,12.707
Turner,12.859
Phillips,13.008
Campbell,13.157
Parker,13.302
Evans,13.443
Edwards,13.580
Collins,13.714
Stewart,13.847
Sanchez,13.977
Morris,14.102
Rogers,14.225
Reed,14.347
Cook,14.467
Morgan,14.585
Bell,14.702
Murphy,14.819
Bailey,14.934
Rivera,15.047
Cooper,15.160
Richardson,15.272
Cox,15.382
Howard,15.492
Ward,15.600
Torres,15.708
Peterson,15.815
Gray,15.921
Ramirez,16.026
James,16.131
Watson,16.233
Brooks,16.336
Kelly,16.438
Sanders,16.537
Price,16.637
Bennett,16.736
Wood,16.834
Barnes,16.931
Ross,17.027
Henderson,17.122
Coleman,17.217
Jenkins,17.312
Perry,17.406
Powell,17.499
Long,17.591
Patterson,17.684
Hughes,17.776
Flores,17.868
Washington,17.959
Butler,18.050
Simmons,18.141
Foster,18.231
Gonzales,18.318
Bryant,18.405
Alexander,18.490
Russell,18.574
Griffin,18.659
Diaz,18.742
Hayes,18.825
Myers,18.908
Ford,18.990
Hamilton,19.072
Graham,19.154
Sullivan,19.234
Wallace,19.315
Woods,19.395
Cole,19.476
West,19.555
Jordan,19.634
Owens,19.711
Reynolds,19.789
Fisher,19.866
Ellis,19.943
Harrison,20.019
Gibson,20.094
Mcdonald,20.169
Cruz,20.244
Marshall,20.319
Ortiz,20.394
Gomez,20.468
Murray,20.543
Freeman,20.617
Wells,20.690
Webb,20.762
Simpson,20.832
Stevens,20.902
Tucker,20.971
Porter,21.041
Hunter,21.110
Hicks,21.178
Crawford,21.246
Henry,21.314
Boyd,21.381
Mason,21.449
Morales,21.516
Kennedy,21.582
Warren,21.649
Dixon,21.715
Ramos,21.782
Reyes,21.848
Burns,21.913
Gordon,21.978
Shaw,22.043
Holmes,22.108
Rice,22.172
Robertson,22.236
Hunt,22.299
Black,22.362
Daniels,22.425
Palmer,22.487
Mills,22.547
Nichols,22.607
Grant,22.667
Knight,22.727
Ferguson,22.786
Rose,22.845
Stone,22.904
Hawkins,22.963
Dunn,23.022
Perkins,23.079
Hudson,23.137
